hit_date,device_id,gateway,hit_issue_id,hit_labels,hit_module,hit_severity,cu_id
2017-01-01 00:13:08,1,1,1,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Recommended_router_best_practices,1,1
2017-01-01 00:13:08,1,1,2,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Router_hardening_unused_services,0,1
2017-01-01 00:13:08,1,1,3,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Recommended_security_best_practices,1,1
2017-01-01 00:13:08,1,1,4,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,1
2017-01-01 00:13:08,1,1,2,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Router_hardening_unused_services,0,1
2017-01-01 00:13:08,1,1,2,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Router_hardening_unused_services,0,1
2017-01-01 00:13:08,1,1,2,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Router_hardening_unused_services,0,1
2017-01-01 00:13:08,1,1,5,:VPN:Automation,Prod357_Weak_Encryption_Algorithms,1,1
2017-01-01 00:30:54,1,1,6,:Device_Hardening:Automation,Prod357_unencrypted_password_found,1,1
2017-01-01 00:30:54,1,1,7,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Prod356_type_4_password_used,1,1
2017-01-01 00:30:54,1,1,8,:Device_Hardening:Automation,Prod357_Enable_Password,1,1
2017-01-01 00:30:54,1,1,4,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,1
2017-01-01 00:43:18,2,2,9,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1,configuration_locked_in_another_session,0,2
2017-01-01 00:43:18,2,2,10,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Traffic,significant_TCP_embryonic_connections_dropping,0,2
2017-01-01 00:43:18,2,2,11,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1:Parser:Software,asa_non_release_signed_image,0,2
2017-01-01 00:43:18,2,2,12,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity,wide_open_acl,0,2
2017-01-01 00:43:18,2,2,13,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature,ip_audit_Prod126,0,2
2017-01-01 00:43:18,2,2,14,:Application_Inspection:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Parser:Performance,Prod122_CX_IPS_performance_failover_problem_Defect2041_Prod126,0,2
2017-01-01 00:43:18,2,2,15,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Optimization_Opportunity,recommended_asa_security_best_practices,1,2
2017-01-01 00:43:18,2,2,16,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Failover:Parser:troubleshooting,failover_int_checks_Prod126,0,2
2017-01-01 00:43:18,2,2,17,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Optimization_Opportunity,acl_element_count_Prod126,1,2
2017-01-01 00:43:18,2,2,18,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Automation:Optimization_Opportunity,unused_config_module,1,2
2017-01-01 00:43:18,2,2,19,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Prod6059_1:MPF:Optimization_Opportunity,infinite_conn_timeout_Prod126,0,2
2017-01-01 00:43:18,2,2,20,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,snmp_cpu_hog_Prod126,0,2
2017-01-01 00:43:18,2,2,21,:Management_1:Prod6023:Software_Failure:Automation,Defect4907_Prod819_not_displaying_active_Prod80_clients,1,2
2017-01-01 00:43:18,2,2,22,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Optimization_Opportunity:Routing,route_check_Prod126,0,2
2017-01-01 00:43:18,2,2,23,:Security:Optimization_Opportunity:Automation,console_timeout_of_0,1,2
2017-01-01 00:43:18,2,2,24,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Hardware_Limitation:Prod6060:Interface:Optimization_Opportunity,show_interface_output_checks_bv3,0,2
2017-01-01 00:43:18,2,2,25,:Management_1:Optimization_Opportunity:Automation,Prod121_NTP_authentication_not_enabled,1,2
2017-01-01 00:43:18,2,2,26,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Memory,low_memory_Prod126,0,2
2017-01-01 00:43:18,2,2,27,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Botnet_Traffic_Filter:Automation:Diagnostic_Signature,botnet_updater_fails_ssl,0,2
2017-01-01 00:43:18,2,2,28,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity:Sham_Link,asa_high_cpu_Prod126,0,2
2017-01-01 00:43:18,2,2,29,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,2
2017-01-01 00:43:18,2,2,30,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Optimization_Opportunity:Traffic,throughput_calc_Prod126,1,2
2017-01-01 00:43:18,2,2,31,:Automation:Bugs:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Parser:troubleshooting,Defect1,0,2
2017-01-01 00:43:18,2,2,32,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,2
2017-01-01 00:43:18,2,2,33,:VPN:Optimization_Opportunity:Automation,Prod121_weak_encryption_hash_algorithms_in_use,1,2
2017-01-01 00:43:18,2,2,34,:Management_1:Optimization_Opportunity:Automation,Timestamp_logging_disabled_in_config,1,2
2017-01-01 00:43:18,2,2,35,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,long_cpu_hog_Prod126,0,2
2017-01-01 00:45:11,2,2,14,:Application_Inspection:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Parser:Performance,Prod122_CX_IPS_performance_failover_problem_Defect2041_Prod126,0,2
2017-01-01 00:45:11,2,2,35,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,long_cpu_hog_Prod126,0,2
2017-01-01 00:45:11,2,2,31,:Automation:Bugs:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Parser:troubleshooting,Defect1,0,2
2017-01-01 00:45:11,2,2,18,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Automation:Optimization_Opportunity,unused_config_module,1,2
2017-01-01 00:45:11,2,2,15,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Optimization_Opportunity,recommended_asa_security_best_practices,1,2
2017-01-01 00:45:11,2,2,21,:Management_1:Prod6023:Software_Failure:Automation,Defect4907_Prod819_not_displaying_active_Prod80_clients,1,2
2017-01-01 00:45:11,2,2,10,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Traffic,significant_TCP_embryonic_connections_dropping,0,2
2017-01-01 00:45:11,2,2,16,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Failover:Parser:troubleshooting,failover_int_checks_Prod126,0,2
2017-01-01 00:45:11,2,2,20,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,snmp_cpu_hog_Prod126,0,2
2017-01-01 00:45:11,2,2,29,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,2
2017-01-01 00:45:11,2,2,9,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1,configuration_locked_in_another_session,0,2
2017-01-01 00:45:11,2,2,22,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Optimization_Opportunity:Routing,route_check_Prod126,0,2
2017-01-01 00:45:11,2,2,26,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Memory,low_memory_Prod126,0,2
2017-01-01 00:45:11,2,2,17,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Optimization_Opportunity,acl_element_count_Prod126,1,2
2017-01-01 00:45:11,2,2,12,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity,wide_open_acl,0,2
2017-01-01 00:45:11,2,2,23,:Security:Optimization_Opportunity:Automation,console_timeout_of_0,1,2
2017-01-01 00:45:11,2,2,27,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Botnet_Traffic_Filter:Automation:Diagnostic_Signature,botnet_updater_fails_ssl,0,2
2017-01-01 00:45:11,2,2,11,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1:Parser:Software,asa_non_release_signed_image,0,2
2017-01-01 00:45:11,2,2,28,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity:Sham_Link,asa_high_cpu_Prod126,0,2
2017-01-01 00:45:11,2,2,25,:Management_1:Optimization_Opportunity:Automation,Prod121_NTP_authentication_not_enabled,1,2
2017-01-01 00:45:11,2,2,13,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature,ip_audit_Prod126,0,2
2017-01-01 00:45:11,2,2,19,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Prod6059_1:MPF:Optimization_Opportunity,infinite_conn_timeout_Prod126,0,2
2017-01-01 00:45:11,2,2,34,:Management_1:Optimization_Opportunity:Automation,Timestamp_logging_disabled_in_config,1,2
2017-01-01 00:45:11,2,2,30,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Optimization_Opportunity:Traffic,throughput_calc_Prod126,1,2
2017-01-01 00:45:11,2,2,33,:VPN:Optimization_Opportunity:Automation,Prod121_weak_encryption_hash_algorithms_in_use,0,2
2017-01-01 00:45:11,2,2,32,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,2
2017-01-01 00:45:11,2,2,24,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Hardware_Limitation:Prod6060:Interface:Optimization_Opportunity,show_interface_output_checks_bv3,0,2
2017-01-01 00:45:58,1,1,8,:Device_Hardening:Automation,Prod357_Enable_Password,1,1
2017-01-01 00:45:58,1,1,7,:Device_Hardening:Automation:Diagnostic_Signature:Prod6060,Prod356_type_4_password_used,1,1
2017-01-01 00:45:58,1,1,6,:Device_Hardening:Automation,Prod357_unencrypted_password_found,1,1
2017-01-01 00:45:58,1,1,4,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,1
2017-01-01 00:55:10,3,2,36,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature,ip_audit_Prod126,0,3
2017-01-01 00:55:10,3,2,37,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Optimization_Opportunity,recommended_asa_security_best_practices,1,3
2017-01-01 00:55:10,3,2,38,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Botnet_Traffic_Filter:Automation:Diagnostic_Signature,botnet_updater_fails_ssl,0,3
2017-01-01 00:55:10,3,2,39,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Optimization_Opportunity,acl_element_count_Prod126,1,3
2017-01-01 00:55:10,3,2,40,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity,wide_open_acl,0,3
2017-01-01 00:55:10,3,2,41,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,long_cpu_hog_Prod126,0,3
2017-01-01 00:55:10,3,2,42,:Security:Optimization_Opportunity:Automation,console_timeout_of_0,1,3
2017-01-01 00:55:10,3,2,43,:Application_Inspection:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Parser:Performance,Prod122_CX_IPS_performance_failover_problem_Defect2041_Prod126,0,3
2017-01-01 00:55:10,3,2,44,:Automation:Bugs:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Parser:troubleshooting,Defect1,0,3
2017-01-01 00:55:10,3,2,45,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1:Parser:Software,asa_non_release_signed_image,0,3
2017-01-01 00:55:10,3,2,46,:VPN:Optimization_Opportunity:Automation,Prod121_weak_encryption_hash_algorithms_in_use,1,3
2017-01-01 00:55:10,3,2,47,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Optimization_Opportunity:Routing,route_check_Prod126,0,3
2017-01-01 00:55:10,3,2,48,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Optimization_Opportunity:Traffic,throughput_calc_Prod126,1,3
2017-01-01 00:55:10,3,2,49,:Management_1:Optimization_Opportunity:Automation,Timestamp_logging_disabled_in_config,1,3
2017-01-01 00:55:10,3,2,50,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Prod6059_1:MPF:Optimization_Opportunity,infinite_conn_timeout_Prod126,0,3
2017-01-01 00:55:10,3,2,51,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,snmp_cpu_hog_Prod126,0,3
2017-01-01 00:55:10,3,2,52,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,1,3
2017-01-01 00:55:10,3,2,53,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1,configuration_locked_in_another_session,0,3
2017-01-01 00:55:10,3,2,54,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,3
2017-01-01 00:55:10,3,2,55,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:License:Traffic:licensing,Defect3_conns_dropped_with_license_limit_Prod126,0,3
2017-01-01 00:55:10,3,2,56,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Hardware_Limitation:Memory,256mb_5505_Prod126,0,3
2017-01-01 00:55:10,3,2,57,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Memory,low_memory_Prod126,0,3
2017-01-01 00:55:10,3,2,58,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity:Sham_Link,asa_high_cpu_Prod126,0,3
2017-01-01 00:55:10,3,2,59,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Traffic,significant_TCP_embryonic_connections_dropping,0,3
2017-01-01 00:55:10,3,2,60,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Hardware_Limitation:Prod6060:Interface:Optimization_Opportunity,show_interface_output_checks_bv3,0,3
2017-01-01 00:55:49,4,2,61,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature,ip_audit_Prod126,1,4
2017-01-01 00:55:49,4,2,62,:Application_Inspection:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Parser:Performance,Prod122_CX_IPS_performance_failover_problem_Defect2041_Prod126,0,4
2017-01-01 00:55:49,4,2,63,:Automation:Bugs:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Parser:troubleshooting,Defect1,0,4
2017-01-01 00:55:49,4,2,64,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1,configuration_locked_in_another_session,0,4
2017-01-01 00:55:49,4,2,65,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Prod6059_1:MPF:Optimization_Opportunity,infinite_conn_timeout_Prod126,0,4
2017-01-01 00:55:49,4,2,66,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Memory,low_memory_Prod126,0,4
2017-01-01 00:55:49,4,2,67,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Hardware_Limitation:Prod6060:Interface:Optimization_Opportunity,show_interface_output_checks_bv3,0,4
2017-01-01 00:55:49,4,2,68,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Botnet_Traffic_Filter:Automation:Diagnostic_Signature,botnet_updater_fails_ssl,0,4
2017-01-01 00:55:49,4,2,69,:VPN:Optimization_Opportunity:Automation,Prod121_weak_encryption_hash_algorithms_in_use,1,4
2017-01-01 00:55:49,4,2,70,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Automation:Optimization_Opportunity,unused_config_module,1,4
2017-01-01 00:55:49,4,2,71,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Traffic,significant_TCP_embryonic_connections_dropping,0,4
2017-01-01 00:55:49,4,2,72,:Security:Optimization_Opportunity:Automation,console_timeout_of_0,1,4
2017-01-01 00:55:49,4,2,73,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Optimization_Opportunity:Traffic,throughput_calc_Prod126,1,4
2017-01-01 00:55:49,4,2,74,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1:Parser:Software,asa_non_release_signed_image,0,4
2017-01-01 00:55:49,4,2,75,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Optimization_Opportunity:Routing,route_check_Prod126,0,4
2017-01-01 00:55:49,4,2,76,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Optimization_Opportunity,acl_element_count_Prod126,1,4
2017-01-01 00:55:49,4,2,77,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Optimization_Opportunity,recommended_asa_security_best_practices,1,4
2017-01-01 00:55:49,4,2,78,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,long_cpu_hog_Prod126,0,4
2017-01-01 00:55:49,4,2,79,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,snmp_cpu_hog_Prod126,0,4
2017-01-01 00:55:49,4,2,80,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,4
2017-01-01 00:55:49,4,2,81,:Prod6052_FW_Appliance:Optimization_Opportunity:Automation,Prod121_Defect_flash_bufferwrap_Prod332,1,4
2017-01-01 00:55:49,4,2,82,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity,wide_open_acl,0,4
2017-01-01 00:55:49,4,2,83,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,4
2017-01-01 00:55:49,4,2,84,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity:Sham_Link,asa_high_cpu_Prod126,0,4
2017-01-01 00:55:49,4,2,85,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Failover:Parser:troubleshooting,failover_int_checks_Prod126,2,4
2017-01-01 00:57:19,4,2,64,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1,configuration_locked_in_another_session,0,4
2017-01-01 00:57:19,4,2,66,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Memory,low_memory_Prod126,0,4
2017-01-01 00:57:19,4,2,67,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Hardware_Limitation:Prod6060:Interface:Optimization_Opportunity,show_interface_output_checks_bv3,0,4
2017-01-01 00:57:19,4,2,74,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Management_1:Parser:Software,asa_non_release_signed_image,0,4
2017-01-01 00:57:19,4,2,69,:VPN:Optimization_Opportunity:Automation,Prod121_weak_encryption_hash_algorithms_in_use,1,4
2017-01-01 00:57:19,4,2,78,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,long_cpu_hog_Prod126,0,4
2017-01-01 00:57:19,4,2,83,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Prod6060:Parser:Management_1,telnet_input_enabled,0,4
2017-01-01 00:57:19,4,2,79,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Software_Failure,snmp_cpu_hog_Prod126,0,4
